w_q,w_h,w_c,w_e,w_i,spearman_avg_reward,spearman_q_hard,spearman_r_hard,plr_score_mean,ppo_score_mean,ppo_new_score_mean,plr_beats_ppo,plr_beats_ppo_new,priority_score
0.28,0.14,0.0,0.05,0.0,0.316227766016838,0.7999999999999999,0.632455532033676,0.16396296296296298,0.14292022792022793,0.1498058361391695,1,1,4.958113883008419
0.28,0.14,0.0,0.05,0.03,0.316227766016838,0.7999999999999999,0.632455532033676,0.19396296296296298,0.14292022792022793,0.15980583613916952,1,1,4.958113883008419
0.28,0.14,0.0,0.05,0.05,0.316227766016838,0.7999999999999999,0.632455532033676,0.21396296296296297,0.14292022792022793,0.16647250280583617,1,1,4.958113883008419
0.28,0.14,0.0,0.05,0.08,0.316227766016838,0.7999999999999999,0.632455532033676,0.243962962962963,0.14292022792022793,0.17647250280583618,1,1,4.958113883008419
0.28,0.14,0.08,0.05,0.0,0.316227766016838,0.7999999999999999,0.632455532033676,0.16870370370370372,0.1423048433048433,0.1513950617283951,1,1,4.958113883008419
0.28,0.14,0.08,0.05,0.03,0.316227766016838,0.7999999999999999,0.632455532033676,0.19870370370370372,0.1423048433048433,0.16139506172839507,1,1,4.958113883008419
0.28,0.14,0.08,0.05,0.05,0.316227766016838,0.7999999999999999,0.632455532033676,0.21870370370370373,0.1423048433048433,0.16806172839506175,1,1,4.958113883008419
0.28,0.14,0.08,0.05,0.08,0.316227766016838,0.7999999999999999,0.632455532033676,0.2487037037037037,0.1423048433048433,0.17806172839506174,1,1,4.958113883008419
0.28,0.14,0.14,0.05,0.0,0.316227766016838,0.7999999999999999,0.632455532033676,0.17225925925925928,0.14184330484330485,0.15258698092031428,1,1,4.958113883008419
0.28,0.14,0.14,0.05,0.03,0.316227766016838,0.7999999999999999,0.632455532033676,0.20225925925925928,0.14184330484330485,0.1625869809203143,1,1,4.958113883008419
0.28,0.14,0.14,0.05,0.05,0.316227766016838,0.7999999999999999,0.632455532033676,0.22225925925925927,0.14184330484330485,0.16925364758698094,1,1,4.958113883008419
0.28,0.14,0.14,0.05,0.08,0.316227766016838,0.7999999999999999,0.632455532033676,0.2522592592592593,0.14184330484330485,0.17925364758698095,1,1,4.958113883008419
0.28,0.18,0.0,0.05,0.0,0.316227766016838,0.7999999999999999,0.632455532033676,0.16633333333333333,0.14292022792022793,0.1507979797979798,1,1,4.958113883008419
0.28,0.18,0.0,0.05,0.03,0.316227766016838,0.7999999999999999,0.632455532033676,0.19633333333333333,0.14292022792022793,0.1607979797979798,1,1,4.958113883008419
0.28,0.18,0.0,0.05,0.05,0.316227766016838,0.7999999999999999,0.632455532033676,0.21633333333333332,0.14292022792022793,0.16746464646464645,1,1,4.958113883008419
0.28,0.18,0.0,0.05,0.08,0.316227766016838,0.7999999999999999,0.632455532033676,0.24633333333333335,0.14292022792022793,0.17746464646464646,1,1,4.958113883008419
